# Principal Galaxy Catalogue — RC3 subset (de Vaucouleurs et al. 1991)
# Source: VizieR catalog VII/155 — https://vizier.cds.unistra.fr/viz-bin/VizieR?-source=VII/155
# Coordinates are ICRS (J2000). size is D25 (major axis at 25 mag/arcsec²) in arcminutes,
# converted from logD25 (log10 of D25 in 0.1 arcmin): size = 10^D25 * 0.1.
# magnitude is total B magnitude (BT).
ra,dec,catalog,catalog_id,size,magnitude
27.848750,33.031111,PGC,6856,0.91,
27.864583,-8.506667,PGC,6861,1.29,
27.850000,11.866667,PGC,6863,1.45,
27.869583,-6.516389,PGC,6864,1.62,
27.870833,36.065556,PGC,6865,0.89,14.50
27.875000,41.816667,PGC,6867,1.10,
27.900833,19.103056,PGC,6872,1.35,
27.905000,8.256944,PGC,6874,1.82,
27.917083,8.300278,PGC,6876,0.85,
27.925000,-36.188333,PGC,6881,1.12,
27.930833,30.385000,PGC,6884,0.55,
27.952083,0.263611,PGC,6888,1.17,
27.946250,18.187222,PGC,6889,1.91,15.61
27.950833,30.543333,PGC,6892,1.41,
27.966250,17.052500,PGC,6893,1.35,
27.959583,6.295556,PGC,6897,1.86,13.20
27.960000,-5.496944,PGC,6898,1.58,
28.004167,17.534722,PGC,6902,1.00,
27.985417,-31.736944,PGC,6904,1.23,
27.980833,8.831389,PGC,6905,1.05,
28.007500,-5.503333,PGC,6909,1.41,
28.013750,-20.165278,PGC,6912,2.14,
28.028750,35.414167,PGC,6916,0.00,14.57
28.030417,35.037222,PGC,6919,1.45,
28.037500,39.381667,PGC,6920,0.00,
28.045833,42.918333,PGC,6921,0.93,
28.052917,36.097778,PGC,6924,1.20,
28.065417,-56.912222,PGC,6926,1.10,
28.070417,36.036389,PGC,6928,0.89,
28.075000,48.087500,PGC,6929,1.82,
28.091250,35.796667,PGC,6934,0.89,
28.103333,35.856389,PGC,6938,1.10,
28.116250,17.513056,PGC,6940,1.62,
28.126667,31.985833,PGC,6944,1.23,
28.144583,36.500833,PGC,6948,1.62,13.55
28.150000,48.083333,PGC,6955,1.00,
28.162917,-18.780556,PGC,6956,1.07,
28.165000,36.171667,PGC,6957,1.20,14.27
28.173750,36.143889,PGC,6958,1.20,
28.175000,-13.216667,PGC,6960,1.41,
28.190833,36.618611,PGC,6961,1.26,13.49
28.193333,36.151667,PGC,6962,3.02,
28.194583,-48.890833,PGC,6964,1.17,
28.204167,-3.446944,PGC,6966,2.88,
28.211250,36.222500,PGC,6969,0.00,15.23
28.224167,36.053333,PGC,6972,1.29,14.27
28.240000,36.513333,PGC,6977,1.74,14.21
28.248333,12.707778,PGC,6982,1.82,
28.251667,-13.739167,PGC,6983,4.68,11.16
28.250000,-1.083333,PGC,6986,0.89,
28.285417,36.818889,PGC,6988,1.29,
28.302083,4.196667,PGC,6993,2.34,12.59
28.302917,-49.559167,PGC,6994,1.82,13.46
28.309583,22.723611,PGC,6996,0.78,
28.328750,-78.240000,PGC,7002,1.29,
28.341667,19.953333,PGC,7004,1.07,
28.342083,28.995278,PGC,7005,0.00,
28.345833,36.955556,PGC,7006,1.20,
28.373750,36.220556,PGC,7009,1.55,14.10
28.402083,43.966111,PGC,7017,1.38,
28.411667,19.840000,PGC,7019,1.41,
28.422917,31.473611,PGC,7021,0.00,
28.461250,14.764167,PGC,7022,0.91,
28.426667,29.933611,PGC,7023,0.78,
28.440833,-23.757778,PGC,7024,1.48,
28.453750,-35.856389,PGC,7027,1.07,
28.459167,36.350000,PGC,7029,0.00,
28.472500,36.585000,PGC,7030,1.10,
28.479583,36.229167,PGC,7033,1.32,14.86
28.487500,-38.034722,PGC,7034,1.10,
28.475000,-0.750000,PGC,7039,1.00,
28.515417,14.909444,PGC,7042,1.38,
28.513750,-14.253611,PGC,7045,1.32,
28.500000,-0.750000,PGC,7046,1.00,
28.554167,7.883333,PGC,7053,1.38,
28.538750,-56.690000,PGC,7054,1.32,12.60
28.556250,18.101111,PGC,7059,1.32,
28.567083,-37.786667,PGC,7061,1.05,
28.601250,13.540833,PGC,7063,0.89,
28.575417,-9.714722,PGC,7064,2.14,
28.582083,36.630278,PGC,7066,1.74,
28.588333,-56.761667,PGC,7068,0.54,
28.593333,-0.628056,PGC,7071,0.44,
28.600000,5.421667,PGC,7072,1.02,
28.630000,17.673889,PGC,7073,0.98,
28.601250,4.803611,PGC,7076,1.45,
28.643750,16.865833,PGC,7082,1.00,
28.635833,20.064444,PGC,7085,1.15,
28.655833,17.075000,PGC,7088,1.17,
28.650000,-0.150000,PGC,7090,1.07,
28.667917,-62.105278,PGC,7091,1.55,
28.670417,6.034444,PGC,7096,1.41,
28.689583,39.383056,PGC,7097,1.70,14.17
28.695417,20.698056,PGC,7098,1.66,
28.698333,18.141944,PGC,7104,1.55,
28.713750,-35.161944,PGC,7106,0.89,
28.719583,-13.653889,PGC,7109,1.10,
28.721667,36.917222,PGC,7111,0.71,13.90
28.747917,13.482500,PGC,7114,0.89,
28.725833,0.811667,PGC,7116,0.44,
28.734167,-9.010833,PGC,7118,1.74,13.00
28.750833,-26.018611,PGC,7127,1.17,
28.775000,49.016667,PGC,7138,1.10,
28.793333,35.280556,PGC,7139,2.51,
28.795000,36.261389,PGC,7140,0.95,
28.821250,10.011389,PGC,7150,1.45,
28.824583,-12.909722,PGC,7153,1.20,
28.852500,21.285833,PGC,7163,0.72,
28.842500,6.611389,PGC,7164,1.26,
28.855000,24.144444,PGC,7170,0.00,
28.850000,36.550000,PGC,7173,1.10,
28.877917,47.954722,PGC,7179,1.82,
28.902500,21.317500,PGC,7180,1.12,
28.883333,-10.800000,PGC,7182,1.17,
28.922083,-29.922222,PGC,7191,1.95,
28.922083,23.072222,PGC,7192,0.59,
28.922500,31.418333,PGC,7193,0.00,
28.925000,46.801944,PGC,7197,2.34,
28.957083,-22.117500,PGC,7206,1.07,
28.970833,18.044167,PGC,7209,1.00,
28.964583,-9.966944,PGC,7210,1.32,
28.974167,32.990278,PGC,7214,1.07,
28.988333,1.285000,PGC,7217,0.89,14.90
28.994583,37.130000,PGC,7220,1.20,
29.018333,36.130556,PGC,7223,2.51,
29.037083,17.640833,PGC,7229,1.05,
29.046250,6.745000,PGC,7235,0.91,
29.050417,5.588889,PGC,7237,0.22,
29.070000,4.646667,PGC,7243,1.70,
29.067083,-22.901111,PGC,7244,2.04,
29.063333,13.165556,PGC,7246,1.00,
29.050000,73.266667,PGC,7247,3.39,
29.066667,3.761389,PGC,7249,1.35,
29.087083,5.628889,PGC,7252,2.95,12.20
29.088750,37.452500,PGC,7254,1.10,
29.091250,-4.467778,PGC,7259,2.29,13.41
29.094583,-9.061944,PGC,7262,3.39,13.09
29.099583,37.216111,PGC,7263,1.15,
29.100417,5.626389,PGC,7264,0.20,
29.077083,4.075833,PGC,7266,0.91,
29.115833,36.802778,PGC,7270,1.41,
29.151250,-39.246111,PGC,7279,1.38,
29.177917,17.711111,PGC,7281,1.17,
29.158333,34.175556,PGC,7282,1.82,14.07
29.160417,10.311389,PGC,7285,1.10,
29.171250,33.043889,PGC,7289,1.55,13.16
29.181250,15.014722,PGC,7292,0.89,
29.183333,36.384444,PGC,7295,1.10,
29.185417,-43.973056,PGC,7298,2.40,
29.192500,36.886944,PGC,7300,1.17,
29.198750,-3.737500,PGC,7301,1.48,
29.209167,31.703889,PGC,7304,0.87,
29.223333,-2.019444,PGC,7306,1.82,
29.228333,33.266944,PGC,7312,0.52,
29.229167,33.015000,PGC,7316,1.62,
29.238750,40.341667,PGC,7320,1.48,
29.225000,-0.633333,PGC,7321,0.00,
29.240417,-5.403056,PGC,7322,1.35,
29.246667,-11.781389,PGC,7324,2.69,
29.244583,6.036389,PGC,7325,1.02,
29.250000,-0.083333,PGC,7326,0.00,
29.250000,-0.466667,PGC,7328,1.35,
29.278333,32.788889,PGC,7333,1.17,
29.290833,14.549722,PGC,7341,1.38,
29.330833,28.590000,PGC,7353,0.56,
29.340833,5.610000,PGC,7355,1.02,
29.357500,17.217500,PGC,7359,0.93,
29.372917,19.918889,PGC,7362,0.66,
29.377083,-9.462500,PGC,7366,1.00,
29.375000,-2.083333,PGC,7368,1.12,
29.386667,33.206667,PGC,7369,1.66,
29.387083,33.204444,PGC,7370,1.41,
29.398750,19.876389,PGC,7371,0.71,
29.400833,16.771111,PGC,7377,0.83,
29.407500,-57.790278,PGC,7379,2.34,12.48
29.411250,36.254722,PGC,7381,1.26,
29.422500,-5.675833,PGC,7385,1.62,
29.427083,35.916111,PGC,7387,2.51,12.97
29.451667,-33.240278,PGC,7393,1.82,
29.453750,27.865278,PGC,7394,0.00,
29.457083,33.376667,PGC,7395,1.51,
29.459167,37.362500,PGC,7396,1.10,
29.460000,36.342222,PGC,7397,1.58,13.84
29.462917,-61.212222,PGC,7398,1.70,
30.775000,36.300000,PGC,7817,1.00,
29.462917,44.917222,PGC,7399,1.91,
29.481250,-32.986944,PGC,7400,1.55,
29.492500,-38.020278,PGC,7402,1.00,
29.499167,4.394722,PGC,7406,1.95,
29.512500,3.369444,PGC,7411,1.32,
29.523333,37.578056,PGC,7416,0.00,
29.527500,3.086111,PGC,7417,1.20,
29.535833,2.061667,PGC,7420,1.32,
29.558333,19.099722,PGC,7421,1.12,
29.552917,-39.545556,PGC,7427,1.78,
29.575833,-54.217222,PGC,7430,1.58,
29.600000,22.133333,PGC,7441,1.29,
29.625000,25.359444,PGC,7445,1.23,
29.627083,-56.249167,PGC,7447,1.35,
29.635417,-26.292222,PGC,7451,1.66,
29.643750,44.575556,PGC,7456,1.10,
29.645417,3.257778,PGC,7458,1.51,
29.650000,-1.456667,PGC,7460,0.49,
29.668750,0.529444,PGC,7465,1.66,
29.675417,8.348333,PGC,7468,2.00,
29.675000,24.650000,PGC,7470,1.55,
29.694583,-78.398056,PGC,7471,1.58,
29.698333,24.891389,PGC,7475,2.75,
29.722083,5.593611,PGC,7478,1.15,
29.712083,-9.586944,PGC,7483,1.15,
29.700000,0.550000,PGC,7484,0.89,
29.717500,-8.166111,PGC,7485,1.20,13.60
29.717917,-11.515000,PGC,7486,1.35,
29.729167,36.675556,PGC,7488,1.26,14.06
29.750000,86.675278,PGC,7491,1.26,
29.770417,-56.437778,PGC,7501,1.02,
29.771250,36.258611,PGC,7502,1.51,
29.777917,36.063056,PGC,7504,1.48,
29.779583,-67.869722,PGC,7505,0.85,13.67
29.775000,25.383333,PGC,7506,1.58,
29.782917,1.887778,PGC,7508,1.38,
29.775000,0.100000,PGC,7511,0.00,
29.805000,18.955000,PGC,7517,1.17,
29.824583,18.009444,PGC,7519,0.91,
29.816250,24.420833,PGC,7521,0.00,
29.822083,-50.719444,PGC,7523,0.93,
29.834583,19.006111,PGC,7525,7.24,11.09
29.840833,36.826111,PGC,7527,0.00,
29.859167,-67.786389,PGC,7530,1.10,
29.878750,13.943611,PGC,7533,1.55,
29.891250,-56.353056,PGC,7535,1.23,
29.895833,14.008333,PGC,7536,1.51,
29.900833,30.909722,PGC,7537,0.83,
29.900000,-5.350000,PGC,7538,1.32,
29.909583,27.432778,PGC,7540,0.87,
29.912083,-76.597778,PGC,7542,1.35,
29.927500,-5.964722,PGC,7544,3.98,11.95
29.928333,32.084444,PGC,7545,1.55,
29.957500,-55.825000,PGC,7552,1.20,
29.957917,-7.060833,PGC,7553,1.58,15.53
29.963333,-6.841111,PGC,7554,1.05,14.66
29.965833,7.411667,PGC,7556,0.79,
29.967500,-7.088333,PGC,7557,1.12,14.86
29.977917,23.643611,PGC,7560,1.74,
29.981667,24.311389,PGC,7562,1.00,
29.997917,-11.079167,PGC,7568,1.74,
29.995417,6.965556,PGC,7570,1.10,
30.000000,34.333333,PGC,7571,1.17,
30.000000,-0.266667,PGC,7574,1.10,
30.038750,12.655000,PGC,7577,1.51,
30.047500,37.603611,PGC,7579,1.32,
30.048333,38.020833,PGC,7581,1.82,13.56
30.062083,-83.988056,PGC,7583,1.62,
30.062500,31.429444,PGC,7584,2.45,12.49
30.050000,24.250000,PGC,7588,0.89,
30.075000,22.883333,PGC,7590,1.17,
30.075000,-34.316667,PGC,7591,1.38,
30.075000,24.466667,PGC,7594,0.98,
30.105833,15.963056,PGC,7596,0.91,
30.081250,31.313056,PGC,7597,1.07,
30.098750,21.107778,PGC,7602,1.10,
30.098333,24.581944,PGC,7603,1.45,
30.113750,25.083333,PGC,7606,1.15,
30.121250,-34.255278,PGC,7609,1.17,
30.123750,29.898611,PGC,7611,0.00,
30.134583,21.287222,PGC,7613,0.46,
30.137083,32.467222,PGC,7614,0.89,
30.150833,-25.051944,PGC,7618,1.29,
30.150000,29.716667,PGC,7620,0.91,
30.169583,-76.179444,PGC,7621,1.41,
30.175000,42.466667,PGC,7628,1.10,
30.202917,-9.002778,PGC,7632,2.45,
30.196250,17.713333,PGC,7637,0.89,
30.248750,15.188889,PGC,7644,1.45,
30.229167,38.211667,PGC,7646,1.82,
30.242083,46.141944,PGC,7648,1.38,
30.244583,8.311944,PGC,7649,1.00,
30.264583,23.420833,PGC,7653,0.00,
30.250000,-8.800000,PGC,7654,1.66,
30.276667,-6.816944,PGC,7656,1.91,13.00
30.277500,31.882222,PGC,7657,1.58,
30.273333,6.522778,PGC,7658,1.17,
30.300417,19.674167,PGC,7663,1.05,
30.300000,31.950000,PGC,7666,1.00,
30.305417,30.360000,PGC,7667,1.82,
30.308333,-31.728889,PGC,7668,0.81,
30.320833,28.837500,PGC,7671,6.61,12.23
30.800000,23.750000,PGC,7819,1.29,
30.332500,33.329722,PGC,7674,0.68,
30.337917,-1.303056,PGC,7675,0.00,
30.340000,-5.371111,PGC,7677,1.32,
30.352917,15.647500,PGC,7680,0.69,
30.377917,26.481944,PGC,7683,2.04,
30.379583,-24.924167,PGC,7684,1.23,
30.387083,45.003333,PGC,7686,1.12,
30.404583,-68.441111,PGC,7692,1.29,
30.416667,31.826667,PGC,7694,1.48,
30.434167,8.499722,PGC,7702,1.58,
30.437083,-58.377778,PGC,7703,1.10,
30.443333,26.545000,PGC,7706,0.60,
30.451667,23.690833,PGC,7707,0.00,
30.462917,16.257500,PGC,7709,1.17,
30.446250,8.476389,PGC,7713,0.79,
30.463750,-10.467500,PGC,7714,1.35,
30.470000,23.553889,PGC,7716,0.78,
30.500417,11.728333,PGC,7725,1.17,
30.499583,21.096111,PGC,7726,1.38,
30.497500,-58.571389,PGC,7727,1.58,
30.530417,23.549722,PGC,7731,0.00,
30.537917,-79.708611,PGC,7736,0.98,
30.525000,9.966667,PGC,7737,0.65,
30.543750,-31.024444,PGC,7739,0.79,
30.549583,-0.131389,PGC,7740,1.02,13.70
30.551250,-0.100833,PGC,7741,2.00,12.97
30.551250,-28.657778,PGC,7742,1.62,
30.555417,-6.080278,PGC,7743,1.17,
30.563333,15.711944,PGC,7744,1.66,
30.550000,-1.100000,PGC,7748,1.15,
30.569583,19.179444,PGC,7750,1.07,
30.560000,9.980833,PGC,7751,1.15,
30.572083,-21.762778,PGC,7753,1.10,
30.579583,19.658056,PGC,7756,0.93,
30.608750,32.072222,PGC,7760,0.63,
30.620000,22.321667,PGC,7762,0.00,
30.622917,18.373611,PGC,7763,1.29,13.81
30.627500,11.086667,PGC,7765,1.74,
30.629167,-50.931667,PGC,7766,1.41,
30.625000,44.966667,PGC,7767,1.00,
30.634583,16.013889,PGC,7768,0.93,
30.642917,17.167222,PGC,7770,1.26,
30.638750,-79.672222,PGC,7773,1.91,
30.648333,22.379167,PGC,7775,0.00,
30.655833,-42.796667,PGC,7779,1.29,
30.670417,-41.415000,PGC,7786,0.93,
30.675000,26.566667,PGC,7789,0.95,
30.726667,-14.673889,PGC,7798,1.05,
30.728750,7.523333,PGC,7800,1.00,
30.745417,45.023333,PGC,7801,0.91,
30.759167,-9.656944,PGC,7806,2.82,
30.750000,46.466667,PGC,7808,1.00,
30.772500,2.613333,PGC,7812,1.45,
30.811667,19.724167,PGC,7821,1.00,
30.831667,32.078056,PGC,7823,1.20,
30.832500,33.631667,PGC,7824,0.91,
30.833750,22.039722,PGC,7825,2.24,14.40
30.833750,18.629167,PGC,7826,1.10,
30.866667,38.117500,PGC,7832,1.58,13.59
30.875000,48.450000,PGC,7833,1.29,
30.876667,2.566111,PGC,7834,0.00,
30.881250,-9.932500,PGC,7835,1.20,
30.884583,-60.852222,PGC,7836,1.17,
30.889583,26.302778,PGC,7837,0.87,
30.897917,4.785556,PGC,7839,1.00,
30.905417,24.073889,PGC,7841,2.75,
30.905417,15.748889,PGC,7842,1.00,
30.918750,26.277778,PGC,7843,0.60,
30.900000,48.100000,PGC,7844,1.26,
30.935833,14.708611,PGC,7846,1.55,
30.937500,38.260000,PGC,7847,3.16,13.96
30.938333,16.031389,PGC,7849,3.02,13.24
30.954167,43.002222,PGC,7853,0.91,
30.958750,14.739444,PGC,7856,2.75,
30.979583,11.962222,PGC,7859,1.23,
30.995417,15.318056,PGC,7863,1.86,
30.983750,19.668056,PGC,7864,1.23,
30.983333,-23.313889,PGC,7865,1.23,14.14
31.000000,24.200000,PGC,7871,1.05,
31.009583,30.832778,PGC,7873,1.38,
31.021667,2.786667,PGC,7875,1.00,
31.044167,47.975833,PGC,7881,1.23,
31.076667,28.657778,PGC,7888,0.00,15.20
31.079167,-8.735556,PGC,7889,1.48,
31.123333,28.812500,PGC,7899,1.12,
31.130000,-6.199444,PGC,7900,3.24,
31.132917,27.925833,PGC,7902,1.35,
31.135000,-52.172778,PGC,7903,1.55,
31.145417,-10.108889,PGC,7905,1.10,
31.152083,47.938333,PGC,7909,1.29,
31.183750,8.543611,PGC,7917,1.35,
31.175000,35.666667,PGC,7922,1.00,
31.175000,21.433333,PGC,7925,1.00,
31.212500,-55.216389,PGC,7927,1.26,
31.200000,35.150000,PGC,7929,1.15,
31.219583,11.422222,PGC,7930,0.87,
31.221667,32.280000,PGC,7931,0.87,
31.223333,-57.484722,PGC,7932,0.98,
31.225000,43.150000,PGC,7933,1.17,
31.232917,28.988056,PGC,7934,1.78,
31.264167,15.850000,PGC,7939,1.00,
31.271250,-55.111389,PGC,7941,2.57,
31.272083,-6.507500,PGC,7942,1.26,
31.275000,24.666667,PGC,7944,1.10,
31.307917,9.925000,PGC,7951,1.35,
31.313333,6.104167,PGC,7952,1.95,
31.313750,37.633611,PGC,7953,1.10,
31.331667,30.007222,PGC,7960,1.10,
31.332917,-6.451667,PGC,7961,1.32,
31.334583,25.105278,PGC,7962,0.66,
31.350000,13.233333,PGC,7965,1.70,
31.350000,13.366667,PGC,7966,1.51,
31.361667,31.175833,PGC,7967,2.19,
31.380000,34.918611,PGC,7970,0.46,
31.390000,34.879444,PGC,7972,1.66,
31.404583,6.766944,PGC,7977,1.02,
31.412917,-56.071944,PGC,7978,1.55,
31.400000,-0.683333,PGC,7979,1.26,
31.415000,39.838056,PGC,7980,1.41,
31.425000,-52.801944,PGC,7982,1.20,
31.430000,24.232778,PGC,7984,0.87,
31.435833,-71.115556,PGC,7986,1.23,
31.439583,-32.676667,PGC,7988,1.17,
31.425000,50.733333,PGC,7991,1.10,
31.456250,-9.822222,PGC,7998,1.62,
31.492083,14.919444,PGC,8003,0.89,
31.508333,45.193056,PGC,8009,1.00,
31.512917,9.295000,PGC,8011,1.10,
31.515000,-55.192222,PGC,8012,1.58,13.80
31.517500,29.793333,PGC,8013,1.55,
31.525000,13.266667,PGC,8014,1.02,
31.533333,49.908889,PGC,8015,1.10,
31.551667,29.966667,PGC,8019,1.38,
31.553333,-28.598611,PGC,8020,1.15,
31.559167,-37.332222,PGC,8025,1.17,
31.580833,9.226944,PGC,8026,1.38,
31.566250,-41.522222,PGC,8028,1.62,
31.567083,-0.291667,PGC,8029,1.10,
31.587917,-52.028889,PGC,8031,1.51,
31.614167,27.034444,PGC,8035,1.23,
31.608333,3.705833,PGC,8039,0.00,
31.627083,29.993611,PGC,8040,1.20,
31.654583,-31.778889,PGC,8049,1.23,
31.663750,-41.157500,PGC,8055,1.15,14.11
31.667917,1.501667,PGC,8056,1.17,
31.683333,-56.935833,PGC,8059,1.17,
31.675000,-0.850000,PGC,8060,1.23,
31.700000,37.416667,PGC,8063,1.00,
31.706250,31.157500,PGC,8064,0.00,
31.712917,44.574444,PGC,8066,3.24,
31.700000,-0.500000,PGC,8067,0.00,
31.720833,-36.452500,PGC,8068,1.45,
31.720833,-52.577500,PGC,8069,0.87,
31.785417,42.965556,PGC,8078,1.15,
31.800833,8.977778,PGC,8079,1.10,
31.800000,43.766667,PGC,8082,1.38,
31.812917,32.953333,PGC,8086,0.66,
31.823750,37.096667,PGC,8087,1.10,
31.827083,30.424167,PGC,8090,1.00,
31.833750,-25.442778,PGC,8093,1.78,
31.855833,2.116111,PGC,8096,0.26,15.80
31.856250,32.953333,PGC,8097,0.78,
31.850000,-2.083333,PGC,8098,0.98,
31.869167,9.167778,PGC,8101,1.38,
31.891250,17.201389,PGC,8109,0.74,
31.892500,2.115278,PGC,8110,0.79,14.99
31.929167,15.365833,PGC,8112,1.45,
31.906667,2.180833,PGC,8114,0.87,15.28
31.915833,2.149722,PGC,8117,0.79,14.59
31.927917,45.621944,PGC,8120,1.70,
31.957917,-35.201389,PGC,8126,1.10,
31.965000,44.843333,PGC,8127,1.23,
31.971250,2.167500,PGC,8128,1.07,14.73
31.987917,16.219444,PGC,8131,1.10,
31.983750,43.588611,PGC,8132,1.15,
31.984583,19.170556,PGC,8135,0.91,
31.975000,41.316667,PGC,8139,1.00,
32.000000,28.333333,PGC,8146,1.05,
32.020833,1.894167,PGC,8148,0.85,
32.031250,-28.638333,PGC,8151,1.62,14.71
32.083750,1.183889,PGC,8157,0.66,
32.087917,10.995556,PGC,8160,2.57,11.67
32.089167,41.479444,PGC,8161,1.55,
32.102917,14.970278,PGC,8163,0.98,
32.105000,14.349167,PGC,8165,1.35,
32.115417,6.394722,PGC,8167,1.82,
32.127500,18.997778,PGC,8171,0.89,
32.135000,6.324167,PGC,8173,2.24,
32.143750,29.234167,PGC,8174,0.59,
32.176250,-7.791111,PGC,8182,1.17,
32.185000,38.776667,PGC,8185,2.95,13.20
32.214167,2.719167,PGC,8188,0.79,
32.224583,-45.292222,PGC,8193,1.10,
32.231250,-56.737222,PGC,8195,1.32,
32.235000,7.971944,PGC,8196,2.24,
32.237500,26.032778,PGC,8198,1.00,
32.238750,47.219722,PGC,8199,2.40,
32.244583,-7.059722,PGC,8200,1.74,
32.245000,-7.768056,PGC,8201,1.41,
32.255000,27.540000,PGC,8203,0.00,
32.255417,-75.939444,PGC,8204,2.24,
32.269167,5.113333,PGC,8207,1.91,
32.275000,30.333333,PGC,8211,0.91,
32.279583,44.294444,PGC,8212,1.00,
32.300833,6.599722,PGC,8214,1.17,
32.292917,31.994722,PGC,8215,1.35,
32.300000,37.200000,PGC,8217,1.29,
32.307500,25.571111,PGC,8220,0.85,
38.165833,28.070000,PGC,9682,0.00,
32.326667,-23.415833,PGC,8223,1.82,
32.337917,-10.133333,PGC,8225,1.48,13.69
32.353750,-10.135833,PGC,8228,1.26,12.91
32.363750,33.466389,PGC,8231,0.00,
32.368333,-9.680278,PGC,8232,2.29,
32.369583,-6.215000,PGC,8234,1.29,
32.375000,37.250000,PGC,8237,2.00,
32.394583,-47.567500,PGC,8242,1.15,
32.375000,21.233333,PGC,8245,1.41,
32.409583,35.795833,PGC,8249,2.29,14.30
32.410417,-10.146389,PGC,8250,1.15,13.57
32.414583,-6.923333,PGC,8251,1.86,
32.429167,-10.184167,PGC,8254,1.45,13.93
32.435833,7.317778,PGC,8255,0.91,
32.455417,-7.782500,PGC,8258,1.23,13.61
32.472500,-35.387778,PGC,8264,1.05,
32.486667,16.032222,PGC,8266,1.58,
32.481667,10.761667,PGC,8270,0.89,
32.522083,-32.940000,PGC,8279,2.00,13.20
32.536250,7.643889,PGC,8281,1.55,
32.536667,36.703333,PGC,8282,0.95,
32.538333,39.191389,PGC,8283,2.88,13.15
32.546250,-22.322778,PGC,8286,0.54,
32.525000,41.566667,PGC,8287,1.29,
32.559583,25.680833,PGC,8292,0.00,
32.567500,7.845000,PGC,8293,1.78,14.27
32.561667,41.521389,PGC,8294,1.41,
32.562083,-9.710833,PGC,8295,2.45,
32.566667,-22.429722,PGC,8297,0.93,
32.572500,-10.320000,PGC,8299,1.48,13.60
32.577083,38.594722,PGC,8301,0.89,
32.575000,1.200000,PGC,8302,0.91,
32.605000,-22.054722,PGC,8304,1.26,
32.605833,-42.088056,PGC,8305,1.00,
32.631667,-53.836667,PGC,8311,1.58,14.29
32.657500,5.870556,PGC,8318,0.81,
32.657500,-15.774167,PGC,8319,1.35,
32.660833,-40.918333,PGC,8320,1.91,
32.670417,-75.038889,PGC,8326,2.51,
32.682500,6.758056,PGC,8332,2.19,14.80
32.720000,-2.807222,PGC,8339,1.29,
32.725833,-39.365000,PGC,8341,1.91,
32.735833,-31.600000,PGC,8344,0.78,
32.742083,32.699722,PGC,8346,0.98,
32.748333,32.730556,PGC,8350,0.91,
32.749583,37.823056,PGC,8351,1.05,
32.755417,37.666389,PGC,8352,1.10,13.84
32.766250,6.666389,PGC,8353,1.10,
32.750000,-0.633333,PGC,8356,0.55,
33.406667,-0.717500,PGC,8526,1.29,
32.785417,3.852500,PGC,8360,2.29,
32.775000,25.816667,PGC,8362,1.00,
32.795833,38.758611,PGC,8365,0.98,
32.801250,3.781667,PGC,8368,1.00,
32.805833,-1.486111,PGC,8369,1.15,
32.821667,37.496944,PGC,8372,1.78,13.42
32.854583,15.899167,PGC,8379,0.91,
32.849167,15.954722,PGC,8381,1.62,
32.877917,-35.837222,PGC,8388,1.82,
32.887917,13.916389,PGC,8391,0.00,
32.888333,-73.162778,PGC,8392,1.66,
32.896667,31.510000,PGC,8393,1.10,
32.910417,34.045278,PGC,8396,1.05,
32.923333,-9.304722,PGC,8397,1.55,
32.925000,14.300000,PGC,8399,1.00,
32.933333,-6.491111,PGC,8400,1.41,
32.945000,-18.267222,PGC,8404,1.55,
32.950000,14.000000,PGC,8406,1.15,
32.975000,14.100000,PGC,8412,1.51,
32.984167,-39.205833,PGC,8413,1.35,
32.990000,29.314167,PGC,8417,1.45,
33.010417,9.516389,PGC,8418,1.45,
33.008750,-50.285833,PGC,8422,1.12,
33.000000,46.366667,PGC,8424,0.98,
33.027500,31.587222,PGC,8426,0.55,
33.050833,44.568056,PGC,8430,1.95,
33.050000,42.383333,PGC,8431,1.10,
33.055417,39.235833,PGC,8433,1.35,
33.050000,-2.133333,PGC,8435,1.20,
33.081250,37.476667,PGC,8438,1.66,14.34
33.082500,-0.812500,PGC,8439,1.15,
33.117500,29.857778,PGC,8449,1.15,
33.123750,-22.471111,PGC,8451,1.26,14.30
33.128333,16.855556,PGC,8452,0.91,
33.146250,-31.946111,PGC,8455,1.51,
33.175000,13.966667,PGC,8464,1.00,
33.190833,36.301944,PGC,8469,1.23,
33.222917,-61.793333,PGC,8477,1.02,
33.227083,37.815278,PGC,8479,0.00,
33.229167,-19.314722,PGC,8480,1.32,
33.235833,-15.139722,PGC,8483,1.41,
33.225000,32.850000,PGC,8484,1.66,
33.262083,-42.033333,PGC,8487,0.87,12.78
33.297083,9.510556,PGC,8489,0.91,
33.301250,-70.913611,PGC,8499,1.55,
33.315417,-7.662778,PGC,8502,1.70,
33.317917,41.241944,PGC,8503,1.32,
33.300000,53.400000,PGC,8504,1.55,
33.367083,4.747222,PGC,8512,0.95,
33.390000,25.851944,PGC,8520,1.05,
33.400000,13.716667,PGC,8522,0.74,
33.405417,17.083333,PGC,8525,0.00,
33.408750,16.597222,PGC,8527,0.89,
33.409583,-39.741944,PGC,8528,1.48,
33.401667,10.335278,PGC,8530,1.17,
33.418333,31.191944,PGC,8531,0.89,
33.435833,24.888889,PGC,8535,0.91,
33.428333,17.098889,PGC,8536,0.00,
33.437500,4.101944,PGC,8537,0.48,
33.451667,33.601389,PGC,8540,0.91,
